_id,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,circulating_supply,current_price,fully_diluted_valuation,high_24h,id,image,last_updated,low_24h,market_cap,market_cap_change_24h,market_cap_change_percentage_24h,market_cap_rank,max_supply,name,price_change_24h,price_change_percentage_24h,roi,roi.currency,roi.percentage,roi.times,symbol,total_supply,total_volume
token/voyager,0.01290583,-99.70379,2019-07-17T05:55:19.084Z,5.33e-06,617.44442,2020-12-12T07:03:51.121Z,284524679.74,3.846e-05,,3.916e-05,voyager,https://assets.coingecko.com/coins/images/7381/large/PKQbxUtP_400x400.jpg?1547044079,2022-05-12T23:14:34.865Z,3.278e-05,10911.23,4368.4,66.76617,3677.0,,Voyager,5.68e-06,17.32108,,,,,vgr,350000000.0,14.26
token/kind-ads-token,0.279662,-99.88828,2018-08-06T06:27:19.113Z,4.1e-05,662.0696,2020-10-05T10:13:26.803Z,34468096.0,0.0003141,,0.00038929,kind-ads-token,https://assets.coingecko.com/coins/images/5302/large/kind-ads-token.png?1547975306,2022-05-12T23:07:37.464Z,0.00029655,10826.52,-3567.74010301932,-24.78585,3678.0,,Kind Ads Token,2.78124e-07,0.08862,,,,,kind,61000000.0,31.51
token/crystal-clear,2.01,-99.91162,2017-12-20T00:00:00.000Z,3.033e-05,5751.69019,2019-07-17T00:00:00.000Z,5924060.0,0.00177496,,0.00180341,crystal-clear,https://assets.coingecko.com/coins/images/995/large/crystal-clear.png?1547034897,2022-05-12T16:04:17.023Z,0.00171762,10514.97,-30.72523973357238,-0.29135,3678.0,,Crystal Clear,-5.1865173096e-06,-0.29135,,,,,cct,6924060.0,0.00963717
token/coffeecoin,0.066561,-99.56925,2019-02-06T07:27:53.550Z,0.00021433,33.7712,2020-09-26T19:23:22.356Z,35999897.0,0.00028871,,0.00029936,coffeecoin,https://assets.coingecko.com/coins/images/6082/large/CofLogoPNG150x150.png?1547739643,2022-05-12T23:09:00.221Z,0.00028148,10393.62,117.47,1.14314,3679.0,,CoffeeCoin,5.21037e-07,0.1808,,,,,cof,39999898.0,0.00057742
token/junsonmingchancoin,0.00012931,-99.82403,2018-11-06T20:22:42.899Z,2.6803e-08,748.98101,2021-07-01T16:38:41.052Z,44361183818.0378,2.29295e-07,,2.40439e-07,junsonmingchancoin,https://assets.coingecko.com/coins/images/6532/large/Splash.png?1547042750,2022-05-12T23:12:45.424Z,4.3327e-08,10176.69,6146.33,152.50087,3681.0,,Junsonmingchancoin,1.38442e-07,152.3794,,,,,jmc,,0.0091718
token/decentralized-asset-trading-platform,0.00013005,-99.55873,2019-07-10T11:33:01.647Z,1.18046e-07,386.12069,2021-01-16T08:28:39.560Z,17600000000.0,5.81355e-07,,5.77872e-07,decentralized-asset-trading-platform,https://assets.coingecko.com/coins/images/6565/large/Decentralized_Asset_Trading_Platform.jpg?1547042776,2022-05-12T23:12:44.829Z,2.70298e-07,10170.55,5049.65,98.6086,3680.0,,Decentralized Asset Trading Platform,2.87817e-07,98.0508,,,,,datp,18000000000.0,0.431482
token/staked-luna,121.97,-99.99759,2022-04-05T12:00:28.301Z,0.00243173,20.69121,2022-05-12T15:24:42.004Z,3391696.002531,0.00293488,,1.25,staked-luna,https://assets.coingecko.com/coins/images/24162/large/17484.png?1646631851,2022-05-12T23:01:51.997Z,0.00243173,9954.23,-1007956.936777574,-99.02209,3683.0,,Staked Luna,-1.0200037768118966,-99.71309,,,,,stluna,3390387.416398,13366.68
token/meeb-master,8.17,-99.91449,2021-08-08T04:34:21.565Z,0.00684658,2.08312,2022-05-12T21:39:53.699Z,1402001.3697134713,0.00702034,147517.0,0.0077969,meeb-master,https://assets.coingecko.com/coins/images/17312/large/logo_-_2021-07-26T144950.172.png?1627282207,2022-05-12T23:13:56.502Z,0.00684658,9848.52,-604.1944663426475,-5.78026,3684.0,21000000.0,Meeb Master,-0.0004402190742349,-5.90062,,,,,meeb,7857951.60308895,640.25
token/maticpad,0.390745,-99.88052,2021-06-18T21:59:20.806Z,0.00044265,5.46865,2022-05-12T07:54:59.690Z,21057406.0,0.00046686,,0.00054011,maticpad,https://assets.coingecko.com/coins/images/16419/large/Matic-Pad-Logoicon-Purple200x200.jpg?1623983140,2022-05-12T16:48:45.858Z,0.00044265,9830.77,-1399.7386211898538,-12.46372,3685.0,,MaticPad,-7.06386073178e-05,-13.14221,,,,,matpad,600000000.0,0.0
token/stand-share,246.63,-99.98251,2021-01-03T05:51:21.060Z,0.03411606,26.47343,2021-12-30T02:17:14.299Z,220315.19263999027,0.04350128,35930.0,0.04528329,stand-share,https://assets.coingecko.com/coins/images/13543/large/sac.jpg?1609648278,2022-05-12T23:15:41.376Z,0.04089483,9537.13,-120.3376901935262,-1.24606,3686.0,830001.0,Stand Share,-0.0003877163081254,-0.8834,,,,,sas,830001.0,47462.0
token/eggplant-finance,9.55,-99.77057,2021-05-17T09:56:47.481Z,0.01997809,9.69402,2022-05-12T05:54:17.922Z,435413.506171277,0.02195927,,0.02250236,eggplant-finance,https://assets.coingecko.com/coins/images/15481/large/eggp.png?1621010694,2022-05-12T23:14:57.065Z,0.01997809,9487.44,-82.6951992554059,-0.8641,3687.0,,Eggplant Finance,3.408e-05,0.15545,,,,,eggp,476767.513,2036.56
token/know-your-developer,0.890611,-99.93037,2018-10-14T06:44:55.397Z,0.00048178,28.72488,2022-04-26T14:23:29.070Z,15104444.360676,0.00143984,,0.00143893,know-your-developer,https://assets.coingecko.com/coins/images/5306/large/untitled.png?1547040857,2022-05-12T23:15:19.129Z,0.00057203,9427.0,571.17,6.44964,3688.0,,Know Your Developer,0.00080142,125.53266,,,,,kydc,21000000.0,24.44
token/pentagon-finance,175.58,-99.98481,2022-02-09T17:45:10.272Z,0.02266118,17.67693,2022-05-12T07:24:43.628Z,351823.125189802,0.02666698,545519.0,0.03139395,pentagon-finance,https://assets.coingecko.com/coins/images/23493/large/small-logo.png?1644221697,2022-05-12T19:11:59.077Z,0.02266118,9382.06,-402.7947857974996,-4.11651,3689.0,20456743.0,Pentagon Finance,-0.0027531205987774,-9.35796,,,,,pent,999944.0,37.97
token/aegis,1.48,-99.84817,2020-09-08T07:09:27.706Z,0.00212402,5.49408,2022-05-12T22:09:02.988Z,4164069.74372621,0.00223789,,0.00425138,aegis,https://assets.coingecko.com/coins/images/12391/large/logo-3.png?1599540071,2022-05-12T23:14:18.691Z,0.00212402,9261.76,-6530.326835741964,-41.3519,3689.0,,Aegis,-0.0019810280557076,-46.95584,,,,,ags,30000000.0,673117.0
token/havy-2,9.797e-05,-98.96732,2020-06-10T01:47:35.326Z,1.52969e-07,561.40807,2020-01-10T12:47:53.526Z,9000000000.0,1.01e-06,,1.02e-06,havy-2,https://assets.coingecko.com/coins/images/6043/large/havy.png?1547041989,2022-05-12T23:14:17.424Z,9.84884e-07,9058.69,49.47,0.54908,3691.0,,Havy,1.26e-08,1.26256,,,,,havy,9000000000.0,538.31
token/uchain,0.02794781,-99.89186,2018-09-16T18:22:09.836Z,2.458e-05,22.94695,2020-12-07T14:16:16.429Z,295299646.0,3.061e-05,,3.394e-05,uchain,https://assets.coingecko.com/coins/images/4254/large/UChain-logo.jpg?1547039592,2022-05-12T23:13:42.623Z,2.795e-05,8996.03,-648.8540167940246,-6.72744,3692.0,,UChain,-1.3626510612e-06,-4.26143,,eth,-99.99217079020984,-0.9999217079020984,ucn,823600646.0,3144.92
token/experiencecoin,9.182e-05,-99.49528,2020-06-26T13:48:36.375Z,7.1306e-08,549.9202,2021-02-03T23:32:46.901Z,19285433886.9035,4.64994e-07,,5.25479e-07,experiencecoin,https://assets.coingecko.com/coins/images/6129/large/download_%2818%29.png?1547042155,2022-05-12T23:12:51.632Z,3.3042e-07,8966.0,1458.95,19.43441,3693.0,,ExperienceCoin,-1.420235209e-09,-0.3045,,,,,epc,23000000000.0,0.04341501
token/odin-protocol,0.430314,-99.83936,2021-04-22T15:08:16.375Z,0.00057063,21.13674,2022-05-12T04:48:31.425Z,12844960.26,0.00069621,58698.0,0.00073251,odin-protocol,https://assets.coingecko.com/coins/images/14934/large/ODIN_iso_black.png?1619076975,2022-05-12T23:13:26.134Z,0.00057063,8933.29,856.19,10.60015,3694.0,84400000.0,Odin Protocol,6.467e-05,10.24057,,,,,odin,84400000.0,6.86
token/pacific-defi,0.095215,-99.81323,2021-09-19T09:52:39.518Z,0.00013906,27.88358,2022-05-12T05:57:17.129Z,49055797.26632153,0.00017826,17830.13,0.00018783,pacific-defi,https://assets.coingecko.com/coins/images/18269/large/Webp.net-resizeimage_%281%29.png?1631172491,2022-05-12T23:13:12.027Z,0.00013906,8746.71,534.38,6.507,3695.0,100000000.0,Pacific DeFi,9.87e-06,5.86153,,,,,pacific,100000000.0,921.91
token/yieldwars-com,3.49,-99.86896,2020-09-29T08:06:23.845Z,0.00452132,1.09243,2022-05-09T11:33:34.804Z,1857390.8930920109,0.00457071,12797.98,,yieldwars-com,https://assets.coingecko.com/coins/images/12633/large/121169136_333321361293975_7238588238572942050_n.png?1602551929,2022-05-10T12:42:09.318Z,,8489.59,,,3696.0,2800000.0,YieldWars,,,,,,,war,2800000.0,0.0
token/safepe,0.092897,-99.44038,2021-07-24T03:00:35.263Z,3.279e-05,1485.33909,2022-03-18T09:04:16.301Z,16173956.8247908,0.00051987,,,safepe,https://assets.coingecko.com/coins/images/17082/large/LOOX__200x200_PNG.png?1626163118,2022-05-08T06:14:17.253Z,,8408.3,,,3697.0,,SafePe,,,,,,,loox,20600000.0,0.0
token/shining-crystal-shard,3.48,-99.81038,2021-11-10T19:59:03.241Z,0.00557481,18.41281,2022-05-12T07:27:55.731Z,1260365.28494893,0.00667824,,0.00698995,shining-crystal-shard,https://assets.coingecko.com/coins/images/20129/large/scs.png?1638182756,2022-05-12T23:16:02.680Z,0.00557481,8360.73,-393.28236693022336,-4.4926,3698.0,,Shining Crystal Shard,-0.0002971419387141,-4.25987,,,,,scs,1260365.28494893,9.86
token/dalecoin,2.94,-99.70615,2018-05-03T04:28:41.537Z,0.00100022,764.29448,2021-02-14T22:01:27.533Z,948558.0,0.0086757,,0.00935331,dalecoin,https://assets.coingecko.com/coins/images/932/large/dalecoin.png?1547791491,2022-05-12T23:11:48.731Z,0.00620498,8244.02,882.2,11.98343,3699.0,,Dalecoin,0.00043395,5.26523,,,,,dalc,1000000.0,7.95
token/etg-finance,20.96,-99.23901,2022-04-02T11:21:19.928Z,0.095648,66.79334,2022-05-08T23:55:59.021Z,51679.22675201222,0.158707,,0.28488,etg-finance,https://assets.coingecko.com/coins/images/13032/large/etgf_logo.png?1604482450,2022-05-12T23:09:09.267Z,0.141033,8201.83,-5900.429524654814,-41.84031,3700.0,,ETG Finance,-0.1138172095050923,-41.76414,,,,,etgf,150000.0,45006.0
token/trickle,0.207363,-99.43163,2021-11-24T04:41:45.173Z,0.00117107,0.64131,2022-05-12T21:44:26.949Z,6893275.03169361,0.00119232,592171.0,0.00120193,trickle,https://assets.coingecko.com/coins/images/20830/large/gFiD-RNL_400x400.jpg?1637726434,2022-05-12T23:16:19.157Z,0.00117107,8164.0,-130.48732624201602,-1.57318,3701.0,500000000.0,Trickle,-9.614661237e-06,-0.79993,,,,,h2o,500000000.0,66.73
token/hermes,3991.94,-99.9467,2022-01-02T23:21:49.271Z,1.76,20.6743,2022-05-12T07:16:43.026Z,3764.456849536944,2.13,,2.45,hermes,https://assets.coingecko.com/coins/images/22124/large/dwp9keQD_400x400.jpg?1640849135,2022-05-12T22:44:50.757Z,1.76,8009.91,-663.5901660145528,-7.65078,3702.0,,HERMES,-0.1500162946074259,-6.58605,,,,,hermes,9910.04960716317,30.22
token/rocket-raccoon,1.96746e-07,-99.94878,2021-10-30T23:48:11.133Z,9.9315e-11,1.46973,2022-05-12T22:32:42.744Z,80000000000000.0,1.00394e-10,9998.45,1.32174e-10,rocket-raccoon,https://assets.coingecko.com/coins/images/19623/large/racoon.PNG?1635498212,2022-05-12T23:14:27.493Z,9.9315e-11,7998.76,-2349.2736400438043,-22.70262,3703.0,100000000000000.0,Rocket Raccoon,-2.9692337e-11,-22.82515,,,,,roc,80000000000000.0,66.14
token/scroll-token,0.423254,-99.99189,2018-07-27T23:55:37.835Z,6.3e-06,444.69803,2020-08-19T18:24:19.247Z,228870052.714,3.432e-05,,3.567e-05,scroll-token,https://assets.coingecko.com/coins/images/3460/large/xd_01.png?1560142295,2022-05-12T14:20:09.298Z,3.176e-05,7854.24,-1711.626518725726,-17.89306,3704.0,,Data Transaction Token,1.39e-06,4.20984,,eth,-99.91114336118368,-0.9991114336118369,xd,1000000000.0,1.72
token/fractionalized-wave-999,12.05,-89.28765,2022-01-16T23:53:15.078Z,1.28,0.59427,2022-05-08T13:34:55.158Z,6000.0,1.29,12903.05,,fractionalized-wave-999,https://assets.coingecko.com/coins/images/22176/large/IMG-20220101-021048.jpg?1641176801,2022-05-08T13:54:55.450Z,,7741.83,,,3705.0,10000.0,Fractionalized WAVE-999,,,,,,,wav,10000.0,4.48
token/indodex,0.02285822,-99.72377,2021-11-25T18:19:46.631Z,5.352e-05,17.9832,2022-02-15T13:30:33.751Z,122347793.435726,6.314e-05,17048.44,,indodex,https://assets.coingecko.com/coins/images/20738/large/SEADEX_Final_Logo_V1_main_icon_with_background.png?1650942123,2022-04-18T17:05:35.413Z,,7725.33,,,3706.0,270000000.0,SeaDEX SEAX,,,,,,,seax,270000000.0,9.73
token/stacy,0.00651829,-92.48381,2021-05-12T03:16:16.299Z,0.0004077,20.16955,2022-01-22T19:03:49.469Z,15696121.70127076,0.00048993,489927.0,,stacy,https://assets.coingecko.com/coins/images/12986/large/Stacy.png?1604384468,2022-05-10T10:45:38.223Z,,7689.96,,,3707.0,1000000000.0,Stacy,,,,,,,stacy,1000000000.0,0.0
token/soluna,0.01400119,-98.68288,2022-05-06T11:59:43.401Z,7.795e-05,136.59185,2022-05-10T07:54:27.350Z,39912304.78,0.000189,188075.0,0.0004229,soluna,https://assets.coingecko.com/coins/images/24845/large/icon.f97a40025f9cd28101e4903f23b304ff.png?1649112521,2022-05-12T23:16:21.247Z,0.00018066,7506.5,-9673.473763761634,-56.30669,3708.0,1000000000.0,Soluna,-0.0002067800945139,-52.24564,,,,,slna,332754664.0,38.46
token/vikkytoken,0.00040929,-99.80879,2018-08-06T17:12:03.807Z,3.1913e-07,145.23318,2021-02-10T16:38:00.693Z,9500560005.0,7.81614e-07,,8.15264e-07,vikkytoken,https://assets.coingecko.com/coins/images/5278/large/vikkytoken.png?1548760050,2022-05-12T23:14:17.160Z,4.95741e-07,7405.01,-204.178990880323,-2.68332,3709.0,,VikkyToken,-1.6843932822e-08,-2.10956,,,,,vikky,12000000000.0,648.05
token/caluracoin,0.04967278,-99.18675,2020-03-12T22:10:52.307Z,9.3e-06,4244.47298,2019-06-11T00:00:00.000Z,18256337.8895,0.00040396,,0.0004191,caluracoin,https://assets.coingecko.com/coins/images/5547/large/Calura.png?1547041348,2022-05-12T17:55:47.333Z,0.00039019,7374.89,82.8,1.13552,3709.0,,CaluraCoin,-1.51881830341e-07,-0.03758,,,,,clc,250000000.0,0.00088872
token/hakuna-metata,5.3179e-08,-99.79993,2021-05-27T15:08:46.895Z,8.154e-15,1304761.05622,2021-06-16T04:30:08.450Z,66778015168254.52,1.07042e-10,,1.1279e-10,hakuna-metata,https://assets.coingecko.com/coins/images/15718/large/output-onlinepngtools-1.png?1621589980,2022-05-12T23:13:00.489Z,9.0144e-11,7150.46,-56.23228096191542,-0.78028,3711.0,,HakunaMatata (old),-2.750742e-12,-2.5054,,,,,tata,930341782441593.0,3.98
token/tianyu-finance,1.8,-99.78738,2021-08-04T17:56:34.944Z,0.0037041,3.29521,2022-05-09T20:06:48.874Z,1857269.1026336383,0.00381092,3803396.0,0.00389017,tianyu-finance,https://assets.coingecko.com/coins/images/17516/large/200x200_%2826%29.png?1628067149,2022-05-12T23:15:48.093Z,0.00371716,7063.93,-27.82402024873045,-0.39234,3712.0,1000000000.0,Tianyu Finance,5.63302e-07,0.01478,,,,,tyc,1000000000.0,46.79
token/archetypal-network,0.00186125,-99.94671,2018-11-08T23:35:17.175Z,2.99768e-07,230.90385,2020-08-11T21:48:56.816Z,7042613083.0,9.93945e-07,,1.55e-06,archetypal-network,https://assets.coingecko.com/coins/images/5946/large/logo_%284%29.png?1547041885,2022-05-12T23:14:18.069Z,6.47822e-07,6964.33,-3960.796572571754,-36.25401,3712.0,,Archetypal Network,-5.52574334196e-07,-35.7302,,,,,actp,7042613083.0,691.75
token/bitcomo,0.099475,-98.86374,2018-06-22T04:40:49.270Z,8.925e-05,1166.45559,2020-11-20T13:25:00.232Z,5981563.04,0.0011303,,0.00216167,bitcomo,https://assets.coingecko.com/coins/images/4127/large/Webp.net-resizeimage_%2828%29.png?1547039349,2022-05-12T19:01:38.869Z,0.0011303,6760.94,-5816.316192575471,-46.24471,3713.0,,Bitcomo,-0.001026389933564,-47.59105,,usd,-99.6232344018174,-0.996232344018174,bm,17275967.0,0.02078712
token/tokendesk,0.6898,-99.9334,2018-04-17T22:34:41.466Z,0.00011371,304.03359,2020-02-29T02:04:10.095Z,14683321.0,0.00045941,,0.00051869,tokendesk,https://assets.coingecko.com/coins/images/1821/large/tokendesk.png?1548758709,2022-05-12T19:35:25.014Z,0.00026628,6745.72,1849.26,37.76732,3715.0,,TokenDesk,0.00012212,36.20681,,eth,-99.99663029820772,-0.9999663029820772,tds,14683321.0,0.01908587
token/mchain,0.158524,-99.95173,2021-12-23T20:14:37.419Z,5.794e-05,32.0617,2022-04-28T07:49:14.965Z,86474100.0,9.663e-05,,0.0001079,mchain,https://assets.coingecko.com/coins/images/8035/large/cmc-200x200.png?1553562320,2022-05-12T23:12:43.935Z,7.137e-05,6681.94,-2245.020201083361,-25.14876,3716.0,,Mchain,-7.2028632131e-06,-6.93681,,,,,mar,210000000.0,2.63
token/datx,0.057049,-99.98905,2018-05-14T20:00:33.882Z,5.15e-06,21.40387,2022-05-12T15:55:08.966Z,1000000000.0,6.7e-06,,1.505e-05,datx,https://assets.coingecko.com/coins/images/2942/large/datx.png?1547037168,2022-05-12T23:14:18.261Z,5.15e-06,6669.26,-3848.620929377492,-36.59123,3718.0,,DATx,-3.3558284807e-06,-33.36264,,,,,datx,10000000000.0,878.85
token/zelaapayae,1.72,-99.99954,2020-06-02T13:48:59.658Z,5.07e-06,55.97779,2022-05-12T12:12:57.173Z,830000000.0,8e-06,,1.399e-05,zelaapayae,https://assets.coingecko.com/coins/images/11557/large/ZPAE_.png?1591078880,2022-05-12T23:14:17.678Z,5.07e-06,6608.36,-2760.0324464019213,-29.46112,3718.0,,ZelaaPayAE,-2.5696723079e-06,-24.3073,,,,,zpae,1350000000.0,2212.8
token/distx,0.255503,-99.91271,2020-09-02T04:05:26.051Z,7.2e-06,2995.60691,2022-04-13T11:34:18.940Z,29034481.174651183,0.00022303,,0.0002861,distx,https://assets.coingecko.com/coins/images/12291/large/DISTX-icon.png?1598885812,2022-05-12T23:14:18.522Z,0.00019929,6480.68,667.83,11.48893,3717.0,,DistX,2.262e-05,11.2844,,,,,distx,50000000.0,26483.0
token/bulleon,0.237459,-97.74756,2019-01-24T09:12:46.476Z,0.00051029,948.1564,2019-02-07T00:00:00.000Z,1160000.0,0.00534862,,0.00568652,bulleon,https://assets.coingecko.com/coins/images/3145/large/7mpDR_n6_400x400.jpg?1548257068,2022-05-12T22:48:27.899Z,0.00524812,6204.4,-1235.6669025732008,-16.60828,3720.0,,Bulleon,-2.69314881325e-05,-0.501,,usd,-98.2171273185418,-0.9821712731854182,bul,1160000.0,0.01596548
token/ashera,0.00194032,-99.4136,2021-10-28T18:28:51.176Z,5.66e-06,100.96998,2022-05-12T00:49:43.997Z,545562395.9755,1.155e-05,113719.0,1.394e-05,ashera,https://assets.coingecko.com/coins/images/18508/large/ashera.png?1635150588,2022-05-12T23:11:28.192Z,5.66e-06,6204.09,-1733.1478982013896,-21.83566,3719.0,10000000000.0,Ashera,-2.3910450641e-06,-17.14849,,,,,ash,10000000000.0,10.07
token/leonidas-token,0.08299,-99.88886,2021-11-17T20:56:23.262Z,4.546e-05,102.90818,2022-05-12T15:03:49.781Z,65500000.0,9.52e-05,93790.0,9.379e-05,leonidas-token,https://assets.coingecko.com/coins/images/20496/large/cropped-logo_%281%29.png?1637131887,2022-05-12T23:14:05.933Z,4.546e-05,6143.24,1399.46,29.50095,3722.0,1000000000.0,Leonidas Token,2.21e-06,2.37413,,,,,leonidas,1000000000.0,18.18
token/cts-coin,0.00891851,-98.67823,2021-06-24T17:30:16.520Z,5.01271e-07,23416.61445,2020-05-14T05:22:10.641Z,51326098.2859391,0.00011864,,0.00018856,cts-coin,https://assets.coingecko.com/coins/images/7476/large/cstc.png?1569814362,2022-05-12T23:08:55.158Z,0.00011524,6089.56,-2466.1046204347376,-28.82424,3722.0,,Crypto Trading Solutions Coin,-6.38450452827e-05,-34.9856,,,,,ctsc,85000000.0,15.56
token/bitsum,0.00263973,-99.81819,2018-04-29T00:00:00.000Z,3.28e-06,46.25414,2019-12-22T10:30:45.283Z,1264072461.0,4.8e-06,,,bitsum,https://assets.coingecko.com/coins/images/3584/large/bitsums.png?1610691051,2022-05-11T05:27:00.805Z,,6066.69,,,3721.0,,Matka,,,,,,,mat,1844674407.0,0.872608
token/igtoken,0.00072333,-99.762,2018-09-01T19:49:13.828Z,1.71e-06,0.44062,2022-05-12T22:33:56.207Z,3478086056.1979,1.74e-06,,2.59e-06,igtoken,https://assets.coingecko.com/coins/images/5434/large/igtoken.png?1547041141,2022-05-12T23:13:44.067Z,1.71e-06,6035.58,-3311.1751950009866,-35.42593,3725.0,,IGToken,-8.49168093693e-07,-32.74837,,,,,ig,10000000000.0,15.4
token/yfscience,50.62,-99.5743,2020-10-07T03:12:11.250Z,0.198248,8.69838,2022-05-01T00:33:43.133Z,26193.091402181075,0.215492,,,yfscience,https://assets.coingecko.com/coins/images/12723/large/Yfscience_logo.png?1602038268,2022-05-05T20:47:10.314Z,,5644.4,,,3726.0,,Yfscience,,,,,,,yfsi,31415.0,0.0
token/pear,3.14,-99.9919,2021-07-24T04:46:07.628Z,0.00023335,8.98499,2022-05-12T05:45:39.480Z,22071091.0111481,0.00025503,,0.0002769,pear,https://assets.coingecko.com/coins/images/17173/large/pear200.png?1626793002,2022-05-12T23:14:49.347Z,0.00023335,5620.74,-361.0715309137058,-6.03615,3727.0,,Pear,-1.0725609395e-05,-4.03587,,,,,pear,765061.34,53.37
token/umi,0.76,-99.18768,2021-07-09T09:18:33.001Z,0.00572918,7.75731,2022-05-12T07:19:56.231Z,905954.07474775,0.00620846,,0.00651963,umi,https://assets.coingecko.com/coins/images/16953/large/umi.PNG?1625793521,2022-05-12T23:15:27.495Z,0.00572918,5618.71,-4.26803452834065,-0.0759,3728.0,,UMI,-5.75776703994e-05,-0.91888,,,,,umi,1175000.0,103519.0
token/furukuru,0.00553723,-99.85065,2021-10-28T15:46:24.218Z,5.88e-06,40.65092,2022-05-12T06:45:06.920Z,665500000.0,8.34e-06,165839.0,9.73e-06,furukuru,https://assets.coingecko.com/coins/images/19204/large/furukuru.PNG?1634687345,2022-05-12T23:15:22.889Z,5.88e-06,5518.28,-1362.385268176873,-19.80019,3729.0,20000000000.0,Furukuru,-1.2754555129e-06,-13.26224,,,,,fuku,20000000000.0,169.02
token/mate,0.815754,-99.95519,2021-08-20T22:44:56.937Z,0.00032107,13.85217,2022-05-12T07:26:28.730Z,14794723.0,0.00036643,36656.0,0.00045203,mate,https://assets.coingecko.com/coins/images/17759/large/mate-transp-200.png?1629880806,2022-05-12T23:13:06.814Z,0.00032107,5423.09,-1558.5872308808284,-22.32398,3730.0,100000000.0,Mate,-7.32791342074e-05,-16.6653,,,,,mate,100000000.0,194.63
token/yearn-finance-passive-income,35.06,-99.48741,2020-10-05T15:43:25.109Z,0.101883,76.40202,2022-02-22T19:21:41.180Z,30000.0,0.179724,,,yearn-finance-passive-income,https://assets.coingecko.com/coins/images/12640/large/200.png?1601369185,2022-05-09T21:29:29.949Z,,5391.71,,,3731.0,,Yearn Finance Passive Income,,,,,,,yfpi,30000.0,2.0
token/fintab,0.880374,-99.80479,2018-04-12T19:40:27.411Z,0.00031597,443.90101,2020-04-26T23:49:21.081Z,3079387.0,0.00173224,,0.00305016,fintab,https://assets.coingecko.com/coins/images/3773/large/300x300_%281%29.png?1547038862,2022-05-12T23:11:52.760Z,0.00144265,5313.81,821.88,18.29675,3732.0,,FinTab,0.00018738,12.12956,,usd,-99.56694021680325,-0.9956694021680322,fntb,3079387.0,5.37
token/sing-token,3.37,-99.73822,2021-09-23T06:48:45.224Z,0.00702328,25.70011,2022-04-07T00:55:55.031Z,561676.96718,0.00888296,15144.21,0.00937989,sing-token,https://assets.coingecko.com/coins/images/17682/large/200_%2810%29.png?1628841873,2022-05-12T23:13:14.728Z,0.00863107,4972.27,-89.43498479227401,-1.7669,3733.0,1710720.0,Sing Token,-0.000289739016726,-3.15871,,,,,sing,45887.0,156.42
